,apellido,frec_pri,frec_seg,freq_rep
56278,TELLEZ DE MENESES,30,26,0
56287,DE LLORENS,30,25,0
56292,NIN DE CARDONA,30,25,0
56302,DE ZARRAGA,30,24,0
56310,MARTIN DE CONSUEGRA,30,24,0
56326,DE BASTOS,30,23,0
56327,DE LA LLOSA,30,23,0
56336,MARTINEZ DE CARNERO,30,23,0
56337,MARTINEZ DEL HOYO,30,23,0
56342,PEREZ DE MUNIAIN,30,23,0
56356,DE NOVALES,30,22,0
56378,DE ARGUESO,30,21,0
56379,DE CEANO VIVAS,30,21,0
56380,DE LINOS,30,21,0
56398,SANCHEZ DEL AGUILA,30,21,0
56403,DE TOCA,30,20,0
56420,VAN DE WALLE,30,20,0
56435,GARCIA DE LOS HUERTOS,30,19,0
56441,MARTIN DE LAS BLANCAS,30,19,0
56442,MENENDEZ DE LA VEGA,30,19,0
56445,NASARRE DE LETOSA,30,19,0
56457,BEN HAMED,30,18,0
56460,DE COS ESTRADA,30,18,0
56461,DE JOVE,30,18,0
56462,EL KAMBOUI,30,18,0
56480,DE GOYENECHE,30,17,0
56491,SERRANO DE HARO,30,17,0
56495,BARREDO DE VALENZUELA,30,16,0
56497,DEL BOZ,30,16,0
56527,PEREZ DE ASCANIO,30,15,0
56546,DEL LOPEZ,30,14,0
56547,EL HADDAJI,30,14,0
56613,DE INGUNZA,30,11,0
56614,DI BELLO,30,11,0
56616,EL MAJRISSI,30,11,0
56633,DE MEYER,30,10,0
56644,RUIZ DEL CASTILLO,30,10,0
56656,EL YADRI,30,9,0
56668,ROIZ DE LA PARRA,30,9,0
56669,SAN FLORENCIO,30,9,0
56679,DE EGAÑA,30,8,0
56680,DE SIGMARINGA,30,8,0
56681,DEL RETIRO,30,8,0
56693,LOPEZ DE RUEDA,30,8,0
56705,VAN DEN BRINK,30,8,0
56721,DE SANCTIS,30,7,0
56722,EL AOUADI,30,7,0
56723,EL KAOUTIT,30,7,0
56778,RUIZ DE AZCARATE,30,6,0
56783,VAN GELDER,30,6,0
56798,DE KONING,30,5,0
56799,DE LEO,30,5,0
56800,DEL GROSSO,30,5,0
56805,EL GHRIB,30,5,0
56806,EL GOURCH,30,5,0
56807,EL KANOUNI,30,5,0
56826,MARTIN DE BUSTAMANTE,30,5,0
56841,VAN EYK,30,5,0
56886,BEN MANSOUR,30,0,0
56941,DE BIE,30,0,0
56953,EL AMMARY,30,0,0
56954,EL ASSAOUI,30,0,0
56955,EL BARRAKI,30,0,0
56956,EL BOUGHDADI,30,0,0
56957,EL FADDALI,30,0,0
56958,EL GAOUDI,30,0,0
56959,EL HAIRACH,30,0,0
56960,EL HAKKOUNI,30,0,0
56961,EL HANITI,30,0,0
56962,EL HIDAOUI,30,0,0
56963,EL HORFI,30,0,0
56964,EL JEBLI,30,0,0
56965,EL KABBACHI,30,0,0
56966,EL KACHARI,30,0,0
56967,EL KAHI,30,0,0
56968,EL KHAMMAR,30,0,0
56969,EL MABTOUL,30,0,0
56970,EL MAHROUG,30,0,0
56971,EL MAKHOUKHI,30,0,0
56972,EL MANNACHI,30,0,0
56973,EL MENSSOURI,30,0,0
56974,EL MERINI,30,0,0
56975,EL ORF,30,0,0
56976,EL QABTI,30,0,0
56978,ES SAFI,30,0,0
56979,ES SALMI,30,0,0
57180,UD DIN,30,0,0
57198,DE FLORES,29,266,0
57200,DE SALINAS,29,63,0
57225,GARCIA DE QUESADA,29,47,0
57231,DEL APIO,29,46,0
57245,SAN PRUDENCIO,29,45,0
57271,LA OSSA,29,41,0
57287,MAC CROHON,29,39,0
57294,DE LA SAL,29,38,0
57295,DE MOTTA,29,38,0
57296,PEREZ DE NAVARRO,29,38,0
57303,GOMEZ DEL CASTILLO,29,37,0
57314,DE VERGARA,29,36,0
57357,ORTIZ DE ANDA,29,34,0
57362,SAN CIPRIANO,29,34,0
57372,PEREZ DE UNZUETA,29,33,0
57381,DA PAZ,29,32,0
57399,FERNANDEZ DE VILLALTA,29,31,0
57401,GONZALEZ DE BETOLAZA,29,31,0
57409,ROMERO DE CASTILLA,29,31,0
57418,DE MORA GRANADOS,29,30,0
57442,DE ESPONA,29,29,0
57461,DE VICENTE TUTOR,29,28,0
57471,PEREZ DE VILLAAMIL,29,28,0
57484,DE ARESPACOCHAGA,29,27,0
57493,RUIZ DE LA SIERRA,29,27,0
57504,CRIADO DEL REY,29,26,0
57505,DE ORDUÑA,29,26,0
57506,DE PRO,29,26,0
57532,DE AYGUAVIVES,29,25,0
57533,DE MENDIZABAL,29,25,0
57545,SAN INOCENTE,29,25,0
57546,SANCHEZ DEL ALAMO,29,25,0
57557,DA QUINTA,29,24,0
57559,DE CEBALLOS,29,24,0
57560,DE MENDONCA,29,24,0
57572,LOPEZ DE ARANA,29,24,0
57580,SUAREZ DE URBINA,29,24,0
57599,RAMIREZ DE OCARIZ,29,23,0
57601,SAENZ DE ARZAMENDI,29,23,0
57606,AL KHATIB,29,22,0
57640,GUTIERREZ DE LA TORRE,29,21,0
57682,DE SOJO,29,19,0
57695,LOPEZ DE CARRION,29,19,0
57702,VELEZ DEL BURGO,29,19,0
57711,COBO DEL PRADO,29,18,0
57712,DE ELIO,29,18,0
57717,MARTINEZ DE CARVAJAL,29,18,0
57729,DE OLIVAR,29,17,0
57748,DOMINGUEZ DE LA TORRE,29,16,0
57749,EL AROUSSI,29,16,0
57751,GARCIA DEL REY,29,16,0
57776,DE LA VEGA HAZAS,29,15,0
57788,ORTIZ DE ZUÑIGA,29,15,0
57812,MARTINEZ DE BUJANDA,29,14,0
57833,DE CARLO,29,13,0
57834,DE MALIBRAN,29,13,0
57837,EL ASSOULI,29,13,0
57859,DE LIBANO,29,12,0
57860,EL MARINI,29,12,0
57865,GIL ALBERT,29,12,0
57871,REY JOLY,29,12,0
57888,DE BONROSTRO,29,11,0
57901,VAN RIET,29,11,0
57916,DEN BOER,29,10,0
57917,DI NATALE,29,10,0
57919,EL ASSIRI,29,10,0
57920,EL HATRI,29,10,0
57924,MARTINEZ DE FALCON,29,10,0
57946,EL KHOMSSI,29,9,0
57952,GIL ROBLES,29,9,0
57967,DE WOLF,29,8,0
57974,LE GAL,29,8,0
57981,SANCHEZ DE ENCISO,29,8,0
57984,VAN GILS,29,8,0
57992,DI PASQUALE,29,7,0
57993,EL OIKILI,29,7,0
57997,MC KENNA,29,7,0
58001,RAMON DE FATA,29,7,0
58017,EL ACHIR,29,6,0
58018,EL KHAMMARI,29,6,0
58062,DE FILIPPO,29,5,0
58063,DE PAOLI,29,5,0
58066,EL BARKAOUI,29,5,0
58067,EL JAGHAOUI,29,5,0
58144,BEN BOUAZZA,29,0,0
58145,BEN CHARKI,29,0,0
58146,BEN YEDIR,29,0,0
58213,DI PIERRO,29,0,0
58227,ED DAHABI,29,0,0
58229,EL ALLAMI,29,0,0
58230,EL AMANI,29,0,0
58231,EL ASSAS,29,0,0
58232,EL ATRACH,29,0,0
58233,EL BERKAOUI,29,0,0
58234,EL GALAI,29,0,0
58235,EL GHOUJDAMI,29,0,0
58236,EL HADY,29,0,0
58237,EL HAJJY,29,0,0
58238,EL HALLAM,29,0,0
58239,EL HASSOUNY,29,0,0
58240,EL HATAF,29,0,0
58241,EL JABRAOUI,29,0,0
58242,EL KABIRI,29,0,0
58243,EL KAJOUI,29,0,0
58244,EL KAOUTARI,29,0,0
58245,EL KHDIM,29,0,0
58246,EL MADHOUN,29,0,0
58247,EL MARJANI,29,0,0
58248,EL MEFTAH,29,0,0
58249,EL MENSOURI,29,0,0
58250,EL MERNISSI,29,0,0
58251,EL MEZRAOUI,29,0,0
58252,EL MGHARBI,29,0,0
58253,EL OUASSIDI,29,0,0
58254,EL YAGHMOURI,29,0,0
58255,EL YATTOUTI,29,0,0
58260,ET TAHERY,29,0,0
58261,ET TAOUIL,29,0,0
58262,EZ ZAHRAOUI,29,0,0
58513,UN NISA,29,0,0
58515,VAN RIJN,29,0,0
58534,DE CASTILLO,28,108,0
58547,DE MURCIA,28,47,0
58553,DE ALCARAZ,28,46,0
58554,DE ALOS,28,46,0
58555,MUÑOZ DE TORO,28,46,0
58558,DE AVILES,28,44,0
58582,DE LA ASCENSION,28,40,0
58587,RUIZ DE ASUA,28,40,0
58597,ALVAREZ DE MIRANDA,28,38,0
58608,DE FERRER,28,37,0
58612,GOMEZ DE MERCADO,28,37,0
58619,DO ESPIRITU SANTO,28,36,0
58628,CANOVAS DEL CASTILLO,28,35,0
58632,RUIZ DE MENDAROZQUETA,28,35,0
58642,JUAN DE SENTMENAT,28,34,0
58651,DE LA CALERA,28,33,0
58652,DE LA FAYA,28,33,0
58653,DEL COTO,28,33,0
58663,ANGUERA DE SOJO,28,32,0
58667,COS GAYON,28,32,0
58668,DE CIURANA,28,32,0
58670,DO CANTO,28,32,0
58676,RUIZ DE SALAZAR,28,32,0
58677,SAN GENARO,28,32,0
58685,DE POO,28,31,0
58740,DAS CHAGAS,28,28,0
58741,DE ALAIZ,28,28,0
58742,DE LAPUENTE,28,28,0
58743,DE TRINCHERIA,28,28,0
58744,FERNANDEZ DE VILLARAN,28,28,0
58756,RUIZ DE ALARCON,28,28,0
58774,PEREZ DE ROJAS,28,27,0
58783,DE CIA,28,26,0
58784,GARCIA DE LA YEDRA,28,26,0
58831,GARCIA DE QUEVEDO,28,24,0
58846,DO CEU,28,23,0
58866,SAEZ DE LA TORRE,28,23,0
58891,PENADO DE LEON,28,22,0
58897,REMIREZ DE ESPARZA,28,22,0
58898,RODRIGUES DA SILVA,28,22,0
58916,LOPEZ DE ATALAYA,28,21,0
58934,DE OLABARRIA,28,20,0
58935,DEL VALLS,28,20,0
58942,IGLESIAS DE USSEL,28,20,0
58947,MARTIN DE LOECHES,28,20,0
58963,DE AGREDA,28,19,0
58973,ORTIZ DE LANZAGORTA,28,19,0
58976,SANCHEZ DE CUETO,28,19,0
58987,DE POZA,28,18,0
58988,DE PRA,28,18,0
58989,FLOREZ DE QUIÑONES,28,18,0
58994,MARTINEZ DEL PERAL,28,18,0
59008,FERNANDEZ DE AREVALO,28,17,5
59012,BELTRAN DE NANCLARES,28,17,0
59030,MARTINEZ DE LA PLAZA,28,17,0
59049,DE MONTEYS,28,16,0
59071,DE FAZIO,28,15,0
59080,ORTIZ DE ERIBE,28,15,0
59095,DE VECIANA,28,14,0
59097,GARCIA DE ALBIZU,28,14,0
59114,BAEZ DE AGUILAR,28,13,0
59141,EL BOURMAKI,28,12,0
59142,GARCIA MALO DE MOLINA,28,12,0
59162,VAN DER HOEVEN,28,12,0
59167,BEN ABDERRAHMAN,28,11,0
59173,DE CESARE,28,11,0
59175,GOMEZ DE QUERO,28,11,0
59180,MC GUINNESS,28,11,0
59199,DE AYERBE,28,10,0
59200,DE AZUA,28,10,0
59203,EL HAYADI,28,10,0
59204,GOMEZ DE LA CRUZ,28,10,0
59209,LOPEZ DE HONTANAR,28,10,0
59223,DE MARICHALAR,28,9,0
59224,EL KOUBAI,28,9,0
59241,OULAD SI MOHAMED,28,8,6
59248,EL JAMAI,28,8,0
59250,FERNANDEZ DE LA COTERA,28,8,0
59289,EL KAYCHOUHI,28,7,0
59302,MC CORMICK,28,7,0
59307,OLIAS DE LIMA,28,7,0
59324,DE BERGIA,28,6,0
59328,DI DONATO,28,6,0
59330,EL AZHAR,28,6,0
59331,EL MEROUANI,28,6,0
59332,EL MODEN,28,6,0
59370,BEN SBIH,28,5,0
59381,EL HOUMMANI,28,5,0
59382,EL KEBIR,28,5,0
59383,EL OSROUTI,28,5,0
59413,VAN DAELE,28,5,0
59567,EL AAMERY,28,0,0
59568,EL ABDELLATI,28,0,0
59569,EL ABOUYI,28,0,0
59570,EL AKKAOUI,28,0,0
59571,EL ARAJ,28,0,0
59572,EL ARRAG,28,0,0
59573,EL AZZOUTI,28,0,0
59574,EL BEZZAZI,28,0,0
59575,EL BOUSAKSAKI,28,0,0
59576,EL GHARBAOUY,28,0,0
59577,EL HANCHI,28,0,0
59578,EL HANNOUDI,28,0,0
59579,EL HAROUNI,28,0,0
59580,EL HASSADI,28,0,0
59581,EL HITANI,28,0,0
59582,EL KARRAOUI,28,0,0
59583,EL KOMIRI,28,0,0
59584,EL MACHROUHI,28,0,0
59585,EL MADANY,28,0,0
59586,EL MANSORI,28,0,0
59587,EL MASRI,28,0,0
59588,EL MEZOUAK,28,0,0
59589,EL MORTAJI,28,0,0
59590,EL MOUNTASSIR,28,0,0
59591,EL MRABIT,28,0,0
59592,EL OUAHHABY,28,0,0
59593,EL OUALIDI,28,0,0
59594,EL RHARBI,28,0,0
59595,EL WARDI,28,0,0
59773,OULED SI HAMMOU,28,0,0
59940,ALCALA DEL OLMO,27,44,0
59957,RODRIGUEZ DE TRUJILLO,27,41,0
59965,DE SAENZ,27,39,0
59987,DE TUERO,27,37,0
60005,DE LOSADA,27,35,0
60020,MARTINEZ DEL CERRO,27,34,0
60030,DA HORA,27,33,0
60031,DE GUEZALA,27,33,0
60032,DE SANJUAN,27,33,0
60045,GOMEZ DE TRAVESEDO,27,32,0
60056,DEL PUENTE,27,31,0
60059,LA RED,27,31,0
60076,MANTILLA DE LOS RIOS,27,30,0
60087,CID FUENTES,27,29,0
60089,ESCAVIAS DE CARVAJAL,27,29,0
60126,LOPEZ DE MOLINA,27,27,0
60130,SANZ DE BREMOND,27,27,0
60165,DE LELIS,27,25,0
60248,LOPEZ DE LA COVA,27,22,0
60250,MARTINEZ DE VIERGOL,27,22,0
60272,DE BESSA,27,21,0
60273,DE CARRERAS,27,21,0
60274,DE HAAS,27,21,0
60275,DE URQUIJO,27,21,0
60276,DEL BOT,27,21,0
60277,DEL ESTAD,27,21,0
60282,GIL DE SAN VICENTE,27,21,0
60291,PEREZ DE PALOMAR,27,21,0
60305,CELESTINO DE LA CRUZ,27,20,0
60308,DEL PONT,27,20,0
60317,MORERA DE LA VALL,27,20,0
60341,DE COO,27,19,0
60342,DE NACIMIENTO,27,19,0
60346,LOPEZ DE SAMANIEGO,27,19,0
60357,BEN LARBI,27,18,0
60360,DE RIALP,27,18,0
60361,DEL CODO,27,18,0
60374,RUIZ DE ALMODOVAR,27,18,0
60384,ARTES DE ARCOS,27,17,0
60390,GOMEZ DE ORGAZ,27,17,0
60409,DE ROSENDO,27,16,0
60410,DEL MARTIN,27,16,0
60411,FERNANDEZ DE SANMAMED,27,16,0
60421,SAN FABIAN,27,16,0
60452,SANCHEZ DEL VALLE,27,15,0
60475,DE VIDES,27,14,0
60476,DE ZUNZUNEGUI,27,14,0
60477,EL MANSURI,27,14,0
60480,GARCIA DEL CERRO,27,14,0
60483,GONZALEZ DE CALDAS,27,14,0
60488,ORTIZ DE SARACHO,27,14,0
60509,DA ANUNCIACAO,27,13,0
60510,DE PEROY,27,13,0
60511,DE URDA,27,13,0
60528,AIT ALLA,27,12,0
60539,DO SACRAMENTO,27,12,0
60540,EL ARROUDI,27,12,0
60575,DE BEN,27,11,0
60576,EL KARRAZ,27,11,0
60585,MARTINEZ DE ALBORNOZ,27,11,0
60592,SAN MARCIAL,27,11,0
60603,DE PFAFF,27,10,0
60620,VAN DER PLOEG,27,10,0
60628,DE AZCOITIA,27,9,0
60638,HERNANDO DE LARRAMENDI,27,9,0
60663,EL BHIRI,27,8,0
60702,EL MOSSATI,27,7,0
60703,EL MOUAK,27,7,0
60705,GONZALEZ DE GOR,27,7,0
60750,DE PASQUALE,27,6,0
60751,DI RENZO,27,6,0
60753,EL KHOURY,27,6,0
60768,MC GOWAN,27,6,0
60779,VIDAL DE LA PEÑA,27,6,0
60795,DI BERNARDO,27,5,0
60796,EL JAOUZI,27,5,0
60810,LE BRETON,27,5,0
60836,AIT BELARBI,27,0,0
60837,AIT MBARK,27,0,0
60877,BEN ABDESLAM,27,0,0
60878,BEN AMMAR,27,0,0
60879,BEN LOUKILIA,27,0,0
60981,DI CANDIA,27,0,0
60996,ECH CHATOUI,27,0,0
60998,EL ABBASI,27,0,0
60999,EL ADMI,27,0,0
61000,EL AISAOUI,27,0,0
61001,EL ALLI,27,0,0
61002,EL ALLOUTI,27,0,0
61003,EL ARYANI,27,0,0
61004,EL ATRACHE,27,0,0
61005,EL GAROUANI,27,0,0
61006,EL GORGI,27,0,0
61007,EL GOUAD,27,0,0
61008,EL GTIBI,27,0,0
61009,EL GUEBLI,27,0,0
61010,EL HARRAQ,27,0,0
61011,EL HELLAOUI,27,0,0
61012,EL HOUARY,27,0,0
61013,EL ISATI,27,0,0
61014,EL JAMGHILI,27,0,0
61015,EL KADDAOUI,27,0,0
61016,EL KAISSOUMI,27,0,0
61017,EL KHOULFI,27,0,0
61018,EL MASOUDY,27,0,0
61019,EL METNI,27,0,0
61020,EL MOHIB,27,0,0
61021,EL OUAJDI,27,0,0
61026,ES HOUL,27,0,0
61334,DE CORTES,26,76,0
61375,GIL FOURNIER,26,43,0
61378,SANCHEZ DE LA ORDEN,26,43,0
61399,RUBIO DE LA TORRE,26,40,0
61429,GARCIA DE LAGO,26,37,0
61461,DE FONTCUBERTA,26,34,0
61462,DE PEÑARANDA,26,34,0
61463,DEL TEJO,26,34,0
61476,DE LIRA,26,33,0
61477,DE YEBRA,26,33,0
61478,LOPEZ DE LA ISIDRA,26,33,0
61488,DE FORONDA,26,32,0
61489,DE MIR,26,32,0
61490,DE SARACHO,26,32,0
61529,MARTINEZ DE LA VEGA,26,30,0
61544,FERNANDEZ DE ANGULO,26,29,0
61609,DE ALBURQUERQUE,26,26,0
61610,DE CASSO,26,26,0
61611,DE OCA,26,26,0
61612,GARCIA DE ALCAÑIZ,26,26,0
61613,GARCIA DE CELIS,26,26,0
61622,MARTINEZ DE TODA,26,26,0
61676,MARTINEZ DE BEDOYA,26,24,0
61677,MORALES DE SETIEN,26,24,0
61690,DE UDAETA,26,23,0
61693,GARCIA DE BAQUEDANO,26,23,0
61700,PEREZ DE AZPEITIA,26,23,0
61706,SAN PASTOR,26,23,0
61726,GARCIA DEL BARRIO,26,22,0
61731,LOPEZ DE LA CAMARA,26,22,0
61756,DA SILVA OLIVEIRA,26,21,0
61757,DE ALBERT,26,21,0
61769,SAENZ DE CENZANO,26,21,0
61771,TABARES DE NAVA,26,21,0
61783,LOPEZ DE ARCE,26,20,0
61805,DE LOMA OSSORIO,26,19,0
61808,HERNANDEZ DE LORENZO,26,19,0
61816,PEREZ DE ARANSOLO,26,19,0
61835,DE AMILIBIA,26,18,0
61872,DE ARAMBURU,26,17,0
61873,DE LA HUZ,26,17,0
61905,DEL ARENAL,26,16,0
61911,GARCIA DE LA INFANTA,26,16,0
61924,SAN VALERIANO,26,16,0
61938,DA CAMARA,26,15,0
61939,DE HAZA,26,15,0
61940,DE VALDES,26,15,0
61952,MARTINEZ DEL MARMOL,26,15,0
61961,ALONSO DE PORRES,26,14,0
61964,BECERRO DE BENGOA,26,14,0
61970,DA AIRA,26,14,0
61973,DIAZ DE ZERIO,26,14,0
61991,VICTORIA DE LECEA,26,14,0
62005,DE SOLA MORALES,26,13,0
62009,FERNANDEZ DE ORTEGA,26,13,0
62017,LA GUARDIA,26,13,0
62040,DE BERAZA,26,12,0
62060,ABBAD JAIME DE ARAGON,26,11,0
62065,BERGNES DE LAS CASAS,26,11,0
62073,DE OLAVARRIETA,26,11,0
62074,DEL CHICCA,26,11,0
62075,EL MAZIANI,26,11,0
62079,FRANCISCO DE PAULA,26,11,0
62086,PEREZ DE JUAN,26,11,0
62102,BLANCO DE CORDOVA,26,10,0
62105,DE FRANCESCO,26,10,0
62107,EL KHADDAR,26,10,0
62122,RAMIREZ DE ALDA,26,10,0
62138,DE ARMIÑAN,26,9,0
62142,FERNANDEZ DE LAPEÑA,26,9,0
62165,BEN HSSAIN,26,8,0
62177,EL BROUZI,26,8,0
62214,EL YOUSSOFI,26,7,0
62216,FERNANDEZ DE VILLAVICENCI,26,7,0
62264,DI FILIPPO,26,6,0
62266,EL BAKRAOUI,26,6,0
62267,EL JABIRY,26,6,0
62268,EL MASBAHI,26,6,0
62286,MARTINEZ DE LA OSSA,26,6,0
62301,VELAZ DE MEDRANO,26,6,0
62331,EL FAOUZI,26,5,0
62372,AIT TAHAR,26,0,0
62377,ALONSO DEL REAL,26,0,0
62428,BEN SEDDIK,26,0,0
62524,DE CASSIA,26,0,0
62525,DE CONINCK,26,0,0
62526,DE CRISTOFARO,26,0,0
62533,DI GIROLAMO,26,0,0
62545,ECH CHAFIY,26,0,0
62546,ECH CHARKAOUY,26,0,0
62549,EL AALLALI,26,0,0
62550,EL ACHOUCHI,26,0,0
62551,EL AMRY,26,0,0
62552,EL ANGOUD,26,0,0
62553,EL ANTARI,26,0,0
62554,EL BAKRIOUI,26,0,0
62555,EL BALGOU,26,0,0
62556,EL FELLAHI,26,0,0
62557,EL GHAOUAT,26,0,0
62558,EL GHAZLANI,26,0,0
62559,EL HAJRI,26,0,0
62560,EL HAMMARI,26,0,0
62561,EL HEMDI,26,0,0
62562,EL HESSAINI,26,0,0
62563,EL IMAMI,26,0,0
62564,EL JAGHDAL,26,0,0
62565,EL KASSAH,26,0,0
62566,EL KASSIR,26,0,0
62567,EL KBIR,26,0,0
62568,EL KHOMRI,26,0,0
62569,EL KOUMIR,26,0,0
62570,EL MAJIDI,26,0,0
62571,EL MAKIOUI,26,0,0
62572,EL MKHITAR,26,0,0
62573,EL MOUSSAOUY,26,0,0
62574,EL MOUTAQI,26,0,0
62575,EL YACHOU,26,0,0
62576,EL YATTAOUI,26,0,0
62579,ER RABEHY,26,0,0
62580,ER RADI,26,0,0
62589,FERNANDEZ DE VILLEGAS,26,0,0
62699,LO IACONO,26,0,0
62721,MC LOUGHLIN,26,0,0
62765,OSORIO DE REBELLON,26,0,0
62881,VAN HECKE,26,0,0
62909,DE VILLEGAS,25,66,0
62911,DE ENCARNACION,25,61,0
62913,LOPEZ DE GAMIZ,25,58,0
62919,DE GILES,25,48,0
62923,DE BARO,25,47,0
62928,SAEZ DE PARAYUELO,25,46,0
62934,LA MATA,25,44,0
62943,DIAZ DE TUDANCA,25,42,0
62954,DE LA HIDALGA,25,39,0
62955,DIAZ DE LA ESPINA,25,39,0
62963,GONZALEZ DE ARRILUCEA,25,38,0
62997,GARCIA DE ANGELA,25,35,0
63005,ALVAREZ DE ESTRADA,25,34,0
63020,DE SALORT,25,33,0
63021,DE SIVATTE,25,33,0
63039,DEL LEON,25,32,0
63071,DE SANZ,25,30,0
63091,DE ARRIAGA,25,29,0
63104,RUIZ DE VILLEGAS,25,29,0
63114,DE LA BORBOLLA,25,28,0
63157,DEL LAGO,25,26,0
63185,MARTIN DE ARGENTA,25,25,0
63201,DE ALDAMA,25,24,0
63202,DE ASSAS,25,24,0
63203,DE LA NOVAL,25,24,0
63227,DE LA TRABA,25,23,0
63228,DE LAIGLESIA,25,23,0
63242,RIBEIRO DA SILVA,25,23,0
63254,DEL CAMPO CAÑAVERAL,25,22,0
63255,DIAZ DE ANTOÑANA,25,22,0
63266,NIÑO DE GUZMAN,25,22,0
63267,OCHOA DE ERIVE,25,22,0
63285,DE CARCER,25,21,0
63286,DE LA MORAL,25,21,0
63301,SAN EUGENIO,25,21,0
63302,SAN MARTINO,25,21,0
63306,ALVAREZ DE LOS CORRALES,25,20,0
63317,DE SAN FELIX,25,20,0
63346,DE LA SANTA,25,19,0
63347,DEL SUR,25,19,0
63348,DIAZ DE ENTRESOTOS,25,19,0
63355,MARTINEZ DE ARBULO,25,19,0
63356,MURO DE ZARO,25,19,0
63363,RODRIGUEZ DE VELASCO,25,19,0
63365,SAN TELESFORO,25,19,0
63378,DE URZAIZ,25,18,0
63382,GIMENEZ DE CISNEROS,25,18,0
63390,MARTINEZ DE TRESPUENTES,25,18,0
63414,DE ARNAIZ,25,17,0
63415,DE ISASA,25,17,0
63416,DE JAUREGUIZAR,25,17,0
63417,EL BOU,25,17,0
63434,RODRIGUEZ DE PATERNA,25,17,0
63448,DE LA SANCHEZ,25,16,0
63449,DE USERA,25,16,0
63452,FERNANDEZ DE GARAYALDE,25,16,0
63455,GOMEZ DE LA BARCENA,25,16,0
63467,SAN HIPOLITO,25,16,0
63484,DE QUINTA,25,15,0
63497,MARTIN DE SAAVEDRA,25,15,0
63500,PEREZ DE LA FUENTE,25,15,0
63514,DE ALMANSA,25,14,0
63515,DE AROSTEGUI,25,14,0
63549,DE AYARRA,25,13,0
63550,DE CLERCK,25,13,0
63551,DE GIBERT,25,13,0
63557,GIL BERNABE,25,13,0
63558,GONZALEZ DE AGUERO,25,13,0
63566,MORENO DE LOS RIOS,25,13,0
63587,GABRIEL Y GALAN,25,12,0
63603,RAMIREZ DE LA PECIÑA,25,12,0
63604,ROLDAN DE ARANGUIZ,25,12,0
63619,DE LA MALLA,25,11,0
63620,DE MULDER,25,11,0
63621,DE USSIA,25,11,0
63622,DEL NOVAL,25,11,0
63625,GARCIA DE LA FILIA,25,11,0
63635,MARTINEZ DE BUTRON,25,11,0
63636,MARTINEZ DE SALAS,25,11,0
63673,DE CHICLANA,25,10,0
63674,DE LUCCA,25,10,0
63691,RAMIREZ DE OLANO,25,10,0
63692,SAL DE RELLAN,25,10,0
63716,EL BETTIOUI,25,9,0
63717,EL JARRARI,25,9,0
63718,EL KHIARI,25,9,0
63761,DIAZ DE BASURTO,25,8,0
63765,EL BENAISSATI,25,8,0
63786,VAN GINKEL,25,8,0
63822,SAENZ DE ZAITIGUI,25,7,0
63852,DE DECKER,25,6,0
63853,DI SILVESTRO,25,6,0
63855,EL MAAZI,25,6,0
63856,EL MEHDAOUI,25,6,0
63902,VAN ESSEN,25,6,0
63917,BEN EL FASSI,25,5,0
63931,DE MATTEIS,25,5,0
63936,EL ADDADI,25,5,0
63937,EL FOUAL,25,5,0
63938,EL GOURFTI,25,5,0
63939,EL HARAK,25,5,0
63940,EL HAWARI,25,5,0
63972,VAL CARRERES,25,5,0
63973,VEAS PEREZ DE TUDELA,25,5,0
63992,AIT BA,25,0,0
63993,AIT HAMOU,25,0,0
63998,AL HAMMAM,25,0,0
64045,BEN ADDOU,25,0,0
64046,BEN AZZA,25,0,0
64047,BEN BASSOU,25,0,0
64048,BEN DAHMAN,25,0,0
64049,BEN HAMI,25,0,0
64050,BEN KHADIJA,25,0,0
64173,DE PAOLA,25,0,0
64197,EL AGGOUBI,25,0,0
64198,EL AMMAOUI,25,0,0
64199,EL ARNOUK,25,0,0
64200,EL ARRAK,25,0,0
64201,EL AZAOUI,25,0,0
64202,EL BADAOUY,25,0,0
64203,EL BAJAOUI,25,0,0
64204,EL BEKRAOUI,25,0,0
64205,EL BEYED,25,0,0
64206,EL BIR,25,0,0
64207,EL BOUAZZI,25,0,0
64208,EL FAHIM,25,0,0
64209,EL FALLAKI,25,0,0
64210,EL FARJI,25,0,0
64211,EL FHOUL,25,0,0
64212,EL GALLAF,25,0,0
64213,EL GARNAOUI,25,0,0
64214,EL GHARROUBI,25,0,0
64215,EL GHEZOUANI,25,0,0
64216,EL HADDARI,25,0,0
64217,EL HADRATI,25,0,0
64218,EL HARI,25,0,0
64219,EL HARKAOUI,25,0,0
64220,EL HARRAJ,25,0,0
64221,EL HAYYANI,25,0,0
64222,EL HOUHAI,25,0,0
64223,EL HSISSEN,25,0,0
64224,EL JABIRI,25,0,0
64225,EL KHANFRI,25,0,0
64226,EL KHARBACHI,25,0,0
64227,EL KHOURI,25,0,0
64228,EL KRICHI,25,0,0
64229,EL MAHRAOUI,25,0,0
64230,EL MAHSANI,25,0,0
64231,EL MEJDKI,25,0,0
64232,EL MESLOUHI,25,0,0
64233,EL OUAAZIKY,25,0,0
64234,EL QASMY,25,0,0
64235,EL RHALI,25,0,0
64237,EN NAOUY,25,0,0
64254,FERNANDEZ DA PONTE,25,0,0
64416,MC CONNELL,25,0,0
64605,VAN ROOIJEN,25,0,0
64627,DE VIDAL,24,90,0
